source_url	parsed_url
https://www.mediamatters.org/	https://www.mediamatters.org/project-2025/inside-project-2025s-attack-reproductive-rights
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_rqjOUIoNzWMdokWEKW61_T98cYpKUqwZvj8gTYqvH5A.css?delta=4&amp;language=en&amp;theme=mmfa_theme&amp;include=eJxtUtFuwzAI_KG4kfZDFbGpw4aNZ-N2_fuRdtLipi-OOAh3HLR7U0zzAg2nUkVF7wXnyLIATyld4KwrJpwvkrXtgWMJBlKpBOyY2ljciqhicB7K0KP2rOQlT1EkMp4V4hw1jSHE1_gEn_Az9Be_8SaTAPbmPuhKQOwaxdwH9kaKjiXKOKco1qlAhVihrG0OtRfg0z9y6rn0xWZcMex_DaDIlNF5SQW8vvfmTVLR3K9mTg2jafiYytZixGn7pkFrQ68k2Skp4z6RRb2Jc38Fb7huFHC6Et7a_HhPSULnEXo1uUA0Z3YANOviFhb_daQYhGpFG2A7iz3M7sNWM8hbJeHGs8e6EpPeXYYrRTgMVDEHyvGw9oZQ_eoWGYbAnyINw0VqAv_d7VyedYMIhGAeJVlo9PWZmB5nhmxI1nkfnM0K4F-3sUh2
https://www.mediamatters.org/	https://www.mediamatters.org/#search
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/sean-hannity-fbi-agents-investigated-trump-are-going-have-answer-some-tough-questions
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-host-trump-voters-who-are-casualties-federal-layoffs-are-just-part-closing-budget-gap
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/jesse-watters-four-more-years-trump
https://www.mediamatters.org/	https://www.mediamatters.org/project-2025/trump-administration-personnel-ties-project-2025
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/right-wing-media-spread-falsehoods-about-minnesotas-abortion-law-after-trumps-poor-debate
https://www.mediamatters.org/	https://www.instagram.com/mediamattersforamerica/
https://www.mediamatters.org/	https://www.mediamatters.org/about
https://www.mediamatters.org/	https://www.mediamatters.org/
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/years-falsehoods-fox-news-helped-solidify-offshore-wind-prime-target-trump
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-praised-trumps-authoritarian-napoleon-quote-triggering-libs
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-repeatedly-misled-viewers-about-financial-impact-trumps-latest-executive-order
https://www.mediamatters.org/	https://www.mediamatters.org/newsmax/newsmax-host-attacks-blind-witness-government-hearing-does-not-complicate-oversight-just
https://www.mediamatters.org/	https://www.mediamatters.org/newsmax/after-fox-stars-defend-trumps-restrictions-ap-network-signs-letter-calling-them-1st
https://www.mediamatters.org/	https://www.mediamatters.org/#study
https://www.mediamatters.org/	https://www.mediamatters.org/dan-bongino
https://www.mediamatters.org/	https://www.mediamatters.org/antisemitism/gop-backed-house-nominee-lily-tang-williams-posted-false-claim-jewish-people-gave
https://www.mediamatters.org/	https://www.mediamatters.org/audio-video
https://www.mediamatters.org/	https://www.mediamatters.org/dan-bongino/dan-bongino-argues-trump-should-ignore-court-order-blocking-federal-funding-freeze
https://www.mediamatters.org/	https://www.mediamatters.org/russias-invasion-ukraine/right-wing-media-are-divided-after-trump-pushed-russian-propaganda-attack
https://www.mediamatters.org/	https://www.facebook.com/Mediamatters/
https://www.mediamatters.org/	https://www.mediamatters.org/fox-friends/dan-bonginos-rise-swamps-infowars-and-nratv-contributor-fox-news
https://www.mediamatters.org/	https://www.mediamatters.org/#youtube
https://www.mediamatters.org/	https://www.mediamatters.org/tim-walz/right-wing-media-attack-tim-walz-his-support-gun-safety-ignoring-horrific-mass-shootings
https://www.mediamatters.org/	https://www.mediamatters.org/climate-energy
https://www.mediamatters.org/	https://www.mediamatters.org/abortion-rights-and-reproductive-health
https://www.mediamatters.org/	https://www.mediamatters.org/#article
https://www.mediamatters.org/	https://www.mediamatters.org/privacy
